chr01	1	500	6.43	Background
chr01	501	1000	9.00	Background
chr01	1001	1500	16.30	Background
chr01	1501	2000	25.49	Background
chr01	2001	2500	15.16	Background
chr01	2501	3000	23.26	Background
chr01	3001	3500	23.56	Background
chr01	3501	4000	13.32	Background
chr01	4001	4500	21.73	Background
chr01	4501	5000	22.32	Background
chr01	5001	5500	21.70	Background
chr01	5501	6000	19.04	Background
chr01	6001	6500	8.79	Background
chr01	6501	7000	15.33	Background
chr01	7001	7500	23.63	Background
chr01	7501	8000	24.87	Background
chr01	8001	8500	10.99	Background
chr01	8501	9000	11.43	Background
chr01	9001	9500	16.27	Background
chr01	9501	10000	14.63	Background
chr01	10001	10500	11.41	Background
chr01	10501	11000	6.88	Background
chr01	11001	11500	17.66	Background
chr01	11501	12000	14.50	Background
chr01	12001	12500	22.07	Background
chr01	12501	13000	10.43	Background
chr01	13001	13500	20.25	Background
chr01	13501	14000	24.89	Background
chr01	14001	14500	13.39	Background
chr01	14501	15000	20.60	Background
chr01	15001	15500	25.09	Background
chr01	15501	16000	14.61	Background
chr01	16001	16500	14.96	Background
chr01	16501	17000	8.26	Background
chr01	17001	17500	19.67	Background
chr01	17501	18000	12.96	Background
chr01	18001	18500	7.86	Background
chr01	18501	19000	24.07	Background
chr01	19001	19500	20.52	Background
chr01	19501	20000	23.73	Background
chr01	20001	20500	18.87	Background
chr01	20501	21000	9.14	Background
chr01	21001	21500	8.55	Background
chr01	21501	22000	13.83	Background
chr01	22001	22500	18.43	Background
chr01	22501	23000	23.66	Background
chr01	23001	23500	25.47	Background
chr01	23501	24000	24.82	Background
chr01	24001	24500	11.68	Background
chr01	24501	25000	13.61	Background
chr01	25001	25500	20.90	Background
chr01	25501	26000	23.88	Background
chr01	26001	26500	8.25	Background
chr01	26501	27000	9.52	Background
chr01	27001	27500	24.64	Background
chr01	27501	28000	25.37	Background
chr01	28001	28500	15.91	Background
chr01	28501	29000	24.92	Background
chr01	29001	29500	19.50	Background
chr01	29501	30000	6.65	Background
chr01	30001	30500	10.48	Background
chr01	30501	31000	9.39	Background
chr01	31001	31500	7.45	Background
chr01	31501	32000	10.70	Background
chr01	32001	32500	7.70	Background
chr01	32501	33000	10.30	Background
chr01	33001	33500	23.15	Background
chr01	33501	34000	24.78	Background
chr01	34001	34500	13.68	Background
chr01	34501	35000	16.06	Background
chr01	35001	35500	17.43	Background
chr01	35501	36000	8.76	Background
chr01	36001	36500	23.23	Background
chr01	36501	37000	15.25	Background
chr01	37001	37500	7.60	Background
chr01	37501	38000	25.33	Background
chr01	38001	38500	25.13	Background
chr01	38501	39000	13.08	Background
chr01	39001	39500	11.48	Background
chr01	39501	40000	21.74	Background
chr01	40001	40500	17.84	Background
chr01	40501	41000	18.15	Background
chr01	41001	41500	15.88	Background
chr01	41501	42000	19.62	Background
chr01	42001	42500	16.08	Background
chr01	42501	43000	9.27	Background
chr01	43001	43500	8.45	Background
chr01	43501	44000	17.55	Background
chr01	44001	44500	23.47	Background
chr01	44501	45000	21.00	Background
chr01	45001	45500	10.52	Background
chr01	45501	46000	9.65	Background
chr01	46001	46500	7.45	Background
chr01	46501	47000	16.73	Background
chr01	47001	47500	24.34	Background
chr01	47501	48000	33.79	Slope
chr01	48001	48500	82.54	Slope
chr01	48501	49000	77.76	Slope
chr01	49001	49500	95.45	Peak_Center
chr01	49501	50000	55.82	Slope
chr01	50001	50500	63.95	Slope
chr01	50501	51000	45.97	Slope
chr01	51001	51500	8.90	Background
chr01	51501	52000	6.49	Background
chr01	52001	52500	14.78	Background
chr01	52501	53000	9.40	Background
chr01	53001	53500	13.80	Background
chr01	53501	54000	24.40	Background
chr01	54001	54500	19.08	Background
chr01	54501	55000	24.89	Background
chr01	55001	55500	15.60	Background
chr01	55501	56000	10.56	Background
chr01	56001	56500	14.00	Background
chr01	56501	57000	10.75	Background
chr01	57001	57500	23.90	Background
chr01	57501	58000	13.60	Background
chr01	58001	58500	16.61	Background
chr01	58501	59000	12.98	Background
chr01	59001	59500	19.70	Background
chr01	59501	60000	16.49	Background
chr01	60001	60500	12.34	Background
chr01	60501	61000	11.20	Background
chr01	61001	61500	17.89	Background
chr01	61501	62000	16.33	Background
chr01	62001	62500	12.68	Background
chr01	62501	63000	7.16	Background
chr01	63001	63500	7.90	Background
chr01	63501	64000	23.04	Background
chr01	64001	64500	23.06	Background
chr01	64501	65000	13.19	Background
chr01	65001	65500	10.67	Background
chr01	65501	66000	20.94	Background
chr01	66001	66500	11.56	Background
chr01	66501	67000	6.82	Background
chr01	67001	67500	12.73	Background
chr01	67501	68000	12.67	Background
chr01	68001	68500	10.01	Background
chr01	68501	69000	7.66	Background
chr01	69001	69500	24.34	Background
chr01	69501	70000	17.20	Background
chr01	70001	70500	11.85	Background
chr01	70501	71000	13.74	Background
chr01	71001	71500	14.51	Background
chr01	71501	72000	13.13	Background
chr01	72001	72500	22.32	Background
chr01	72501	73000	13.21	Background
chr01	73001	73500	16.16	Background
chr01	73501	74000	21.89	Background
chr01	74001	74500	20.59	Background
chr01	74501	75000	22.83	Background
chr01	75001	75500	9.76	Background
chr01	75501	76000	21.17	Background
chr01	76001	76500	24.42	Background
chr01	76501	77000	6.93	Background
chr01	77001	77500	8.56	Background
chr01	77501	78000	23.42	Background
chr01	78001	78500	22.93	Background
chr01	78501	79000	7.11	Background
chr01	79001	79500	8.45	Background
chr01	79501	80000	22.67	Background
chr01	80001	80500	15.34	Background
chr01	80501	81000	11.42	Background
chr01	81001	81500	9.63	Background
chr01	81501	82000	25.35	Background
chr01	82001	82500	19.61	Background
chr01	82501	83000	24.49	Background
chr01	83001	83500	22.62	Background
chr01	83501	84000	14.71	Background
chr01	84001	84500	21.39	Background
chr01	84501	85000	24.55	Background
chr01	85001	85500	8.71	Background
chr01	85501	86000	16.46	Background
chr01	86001	86500	8.13	Background
chr01	86501	87000	14.06	Background
chr01	87001	87500	15.85	Background
chr01	87501	88000	7.90	Background
chr01	88001	88500	11.00	Background
chr01	88501	89000	16.85	Background
chr01	89001	89500	11.03	Background
chr01	89501	90000	24.51	Background
chr01	90001	90500	12.79	Background
chr01	90501	91000	11.21	Background
chr01	91001	91500	7.11	Background
chr01	91501	92000	19.75	Background
chr01	92001	92500	10.01	Background
chr01	92501	93000	14.06	Background
chr01	93001	93500	23.61	Background
chr01	93501	94000	17.01	Background
chr01	94001	94500	23.81	Background
chr01	94501	95000	16.11	Background
chr01	95001	95500	8.25	Background
chr01	95501	96000	23.66	Background
chr01	96001	96500	19.26	Background
chr01	96501	97000	20.57	Background
chr01	97001	97500	7.78	Background
chr01	97501	98000	6.42	Background
chr01	98001	98500	22.76	Background
chr01	98501	99000	13.84	Background
chr01	99001	99500	7.27	Background
chr01	99501	100000	20.03	Background
chr01	100001	100500	18.12	Background
chr01	100501	101000	9.75	Background
chr01	101001	101500	12.63	Background
chr01	101501	102000	13.10	Background
chr01	102001	102500	18.26	Background
chr01	102501	103000	19.41	Background
chr01	103001	103500	22.40	Background
chr01	103501	104000	19.61	Background
chr01	104001	104500	17.67	Background
chr01	104501	105000	9.42	Background
chr01	105001	105500	20.91	Background
chr01	105501	106000	14.30	Background
chr01	106001	106500	17.10	Background
chr01	106501	107000	23.86	Background
chr01	107001	107500	18.27	Background
chr01	107501	108000	23.50	Background
chr01	108001	108500	13.54	Background
chr01	108501	109000	18.63	Background
chr01	109001	109500	7.09	Background
chr01	109501	110000	10.34	Background
chr01	110001	110500	16.79	Background
chr01	110501	111000	19.87	Background
chr01	111001	111500	19.23	Background
chr01	111501	112000	11.64	Background
chr01	112001	112500	12.58	Background
chr01	112501	113000	10.58	Background
chr01	113001	113500	25.44	Background
chr01	113501	114000	23.30	Background
chr01	114001	114500	21.61	Background
chr01	114501	115000	25.52	Background
chr01	115001	115500	22.93	Background
chr01	115501	116000	11.67	Background
chr01	116001	116500	12.89	Background
chr01	116501	117000	10.07	Background
chr01	117001	117500	21.42	Background
chr01	117501	118000	15.52	Background
chr01	118001	118500	25.27	Background
chr01	118501	119000	6.82	Background
chr01	119001	119500	16.05	Background
chr01	119501	120000	13.70	Background
chr01	120001	120500	17.20	Background
chr01	120501	121000	8.96	Background
chr01	121001	121500	10.63	Background
chr01	121501	122000	10.14	Background
chr01	122001	122500	22.46	Background
chr01	122501	123000	17.57	Background
chr01	123001	123500	8.74	Background
chr01	123501	124000	13.54	Background
chr01	124001	124500	10.24	Background
chr01	124501	125000	10.68	Background
chr01	125001	125500	13.57	Background
chr01	125501	126000	19.67	Background
chr01	126001	126500	24.70	Background
chr01	126501	127000	18.70	Background
chr01	127001	127500	13.27	Background
chr01	127501	128000	22.74	Background
chr01	128001	128500	22.59	Background
chr01	128501	129000	6.61	Background
chr01	129001	129500	9.85	Background
chr01	129501	130000	25.42	Background
chr01	130001	130500	13.22	Background
chr01	130501	131000	11.55	Background
chr01	131001	131500	7.38	Background
chr01	131501	132000	13.38	Background
chr01	132001	132500	15.58	Background
chr01	132501	133000	9.56	Background
chr01	133001	133500	14.91	Background
chr01	133501	134000	12.33	Background
chr01	134001	134500	12.00	Background
chr01	134501	135000	19.68	Background
chr01	135001	135500	9.69	Background
chr01	135501	136000	8.38	Background
chr01	136001	136500	23.59	Background
chr01	136501	137000	18.13	Background
chr01	137001	137500	11.26	Background
chr01	137501	138000	24.92	Background
chr01	138001	138500	9.71	Background
chr01	138501	139000	18.00	Background
chr01	139001	139500	11.71	Background
chr01	139501	140000	21.15	Background
chr01	140001	140500	17.64	Background
